36524	120354	283682
162271	152873	204986
117422	215838	269496
220495	222945	186161
195021	194751	155675
121347	75225	220519
197874	209705	152625
62323	72297	218357
125128	217276	286693
243548	229944	246383
208715	188350	205563
199026	134279	176507
20061	202231	290168
199828	50718	274794
110457	28096	182131
190379	220012	249432
261294	262692	161178
113391	52277	177296
206947	146287	159091
135014	248273	204026
19492	253320	278207
250163	187657	153574
186359	217226	216598
161821	138927	273816
127901	186685	249268
80154	89155	156387
51875	137144	207354
219208	55354	228319
160344	207844	294782
158523	183458	157478
41648	97613	295508
253281	201992	220668
8180	226467	227963
52522	133276	213924
263591	133416	206616
23543	252526	245947
204270	153050	241864
45424	217289	251464
144109	181777	295960
20595	32168	166383
944	254147	263231
207091	54583	273260
248014	3642	269748
87310	71869	160011
126169	55776	248939
125964	100267	189811
209522	171530	157392
187691	208244	242812
247	239085	244907
101765	30029	242940
201845	148263	297187
187595	248143	256433
196467	154472	275149
189890	248513	260974
127012	99304	198764
7627	110424	232314
242603	246326	244496
182209	178451	180721
31849	101890	168561
74430	61128	189898
152718	204878	234070
71992	90933	258879
123993	50121	291438
95625	104364	298806
179671	205699	246090
199346	12681	297521
93990	33460	191500
167917	197463	270859
174618	162208	242744
163553	199621	172510
120022	101545	185618
124303	117552	215042
35305	256032	272140
74635	123507	286663
228602	18086	235277
14886	109510	176414
25973	55285	192372
216925	74722	281335
56214	42982	274972
105360	122932	284475
104368	23919	199215
198905	51687	282777
65999	81396	291858
264063	506	185611
239648	249617	236694
163209	146829	239499
23966	246824	227559
187360	254368	289297
223014	29045	220652
26871	108617	200294
100146	121817	183962
205843	148326	193958
253887	195578	283982
244214	257030	221833
98523	18483	261043
172577	206106	183580
232133	28339	230116
45521	29059	159272
188756	207128	158045
203687	134428	254891
217095	126775	266383
33927	24439	161078
243133	232841	242974
250203	214038	299595
132373	216865	188918
133087	9573	290513
154759	211728	154090
27216	16740	153665
217009	190572	299863
80996	72430	269191
115845	93375	157231
39896	7018	263169
71764	127261	236026
142118	214337	190309
26008	33180	165960
206441	139985	188729
247511	24754	285213
149430	197187	162064
103380	42220	263380
135082	202614	190173
79424	86576	250904
25472	106231	293321
46274	21276	292742
234387	251055	264029
198257	28621	210042
24718	254870	256545
214807	163445	212244
109883	113620	238984
209667	159098	232835
242440	243934	219676
151825	199306	170233
161661	149269	270748
111717	37980	185883
199265	168663	184867
248819	263672	283039
104078	29507	208865
145843	152792	252184
52015	104273	198466
233332	31458	249081
10395	27874	180184
173948	203052	265567
122187	131020	188764
209086	132655	256949
197996	52844	152109
37492	33335	260850
236074	258693	260778
249820	263881	202019
165251	145455	193786
137998	257169	241314
209326	212655	153095
28727	194742	154770
15990	52127	257430
248453	26857	254393
135155	178699	250092
202532	250299	281451
255492	238716	285561
11779	104095	204057
71681	217924	258837
144766	53007	240850
185263	172602	215672
126180	96871	226042
159672	151486	256925
207324	179308	153368
108160	12969	276129
121937	131416	246906
249162	140952	248172
80045	86046	177900
207805	55810	227762
53188	126409	212336
146409	24605	264262
222686	188567	285881
79490	87917	230677
182743	160721	212220
263891	251830	197656
231263	247051	288959
224790	55847	216846
239661	241021	173064
101526	218737	266192
201443	158758	252428
206044	147207	230128
239705	253324	257252
104254	31019	218984
79247	77271	193336
219483	70678	185417
43431	113332	200712
136342	19003	209372
62681	78998	296447
206882	160650	260791
253972	137858	179738
210658	147078	256275
66936	218437	223211
93791	99487	199953
164626	176136	220589
260082	261064	265714
134256	15715	226533
10539	240733	236616
52695	38115	217391
91279	86885	233525
95195	92439	186987
143165	198887	178858
109335	93240	154109
143510	200535	250752
9723	111326	205055
80951	62865	275694
50578	97344	248568
168329	196461	229580
129022	59124	176084
181879	134324	271975
56554	123787	297003
83784	71492	181141
110147	47652	231156
228150	113078	294907
129348	101295	172102
188462	164545	281885
92758	105501	299068
99395	101776	154240
5117	134200	284637
47942	111792	233997
259314	5402	193454
