28791	28937	24975
217308	147324	61929
216396	215352	17952
52345	144203	113380
54850	48184	133016
249849	246173	113602
207505	150169	148408
162529	158200	87502
18348	26652	60240
26518	35751	143258
207801	142139	140593
101953	44882	98887
69288	68261	58111
68218	116846	131944
122313	122068	17479
3187	5708	149477
262491	257616	99574
127959	129944	38436
198444	197797	45285
170914	211892	124970
83585	90131	111841
3119	256713	146813
21999	17635	96272
230645	31375	147542
164722	168194	52024
201054	207315	81292
67155	77895	95926
140798	141951	88379
108698	113460	131238
67332	121556	104251
242342	262227	97200
120948	128451	53739
196074	204811	109713
66931	129917	146810
198443	203937	87886
262306	241897	83153
194934	189392	31358
196445	204416	87048
123070	43319	94808
210675	144699	136726
220082	67934	127727
129470	60914	121709
197486	206294	136148
248045	255552	51143
49218	44551	123106
156501	152940	78423
47240	49300	77130
226853	229343	99687
55678	190586	85425
170734	156008	129074
249804	134580	89820
159986	160637	97954
139169	213760	136150
107599	108505	71909
91721	89447	34653
183827	157396	131356
39538	43948	111604
259912	260455	75082
156736	159831	70872
52199	24618	60813
131209	69695	122016
188780	142255	111411
206725	195948	93856
35524	43705	32446
214841	142233	114656
211434	196590	136475
189314	54868	114304
6972	16383	110129
226647	228772	51723
214268	213549	114422
221329	216860	88646
8599	7281	63034
141721	151559	100253
19945	11881	59215
139672	138493	10767
88615	75277	55494
215070	171460	134855
85512	88338	99246
23667	34460	115363
154161	158040	64473
202842	200555	117965
206876	198089	133014
203824	141575	107109
121009	131476	100118
194561	197411	21755
166690	180246	135997
4956	256704	48261
103405	113652	97154
169266	159702	131311
38736	127734	134650
174633	214112	118431
195155	189380	64405
196313	145984	47572
108975	36923	89120
246542	246140	39244
40824	38071	53889
34340	32104	62562
152431	213818	107947
244806	261863	83047
104422	103530	33873
79799	75886	103208
173420	185766	87076
20293	10503	88533
204171	206802	55405
252152	248393	92995
81723	83817	84304
155311	153606	59742
35281	35239	84742
84017	82252	67580
113460	112999	18461
60008	76909	76668
137920	188896	125700
83784	75005	87988
23753	52827	146230
38771	38248	29436
74386	71455	87190
240015	233100	104192
172934	185535	95632
91662	87502	126260
151758	151366	142369
18543	20967	70046
208490	181464	138178
248962	134295	60661
28575	50942	92476
190252	194636	67609
59284	59920	39649
125568	37806	127546
45370	122943	63384
169177	172436	45242
143760	140589	106895
128065	35800	105372
228395	230199	82531
10134	13951	142269
207908	206220	112213
136763	251935	127749
162822	168260	97683
17080	17772	25970
196681	194853	70928
175331	175655	78616
18409	19523	64845
2885	2712	30894
212196	200999	144810
148682	151665	106513
170973	154667	121697
143641	151329	118486
142795	143031	68442
125286	122647	71793
242296	257503	147790
102537	98935	68662
165706	208206	103302
50592	99929	81058
140894	146058	103577
151461	198378	136773
35587	29422	131176
5375	628	123830
49289	52006	144299
92509	114943	140348
128371	100822	147302
105193	112676	86314
138353	254257	135476
137519	136030	33283
172883	159122	103596
214173	167505	73590
118330	66974	144576
18599	33042	123227
243980	239520	81850
108509	108919	83313
175361	213981	143890
200252	183045	147804
17289	16951	10242
196263	144271	28513
129418	67983	74133
56434	223619	76845
172162	157126	117570
199100	205827	63462
154654	168538	41709
254761	246574	94275
204891	197187	89409
204114	203503	45381
200524	211820	132043
241479	239952	91941
214238	210732	124802
25293	111268	99151
258621	256192	52861
249584	252399	86656
33858	104045	94553
131395	41109	137446
109404	17490	120089
242600	239184	111470
142690	197267	85105
203254	203716	42943
258130	239022	73769
158516	156863	47695
157362	167345	113941
18037	103377	74768
130808	46368	69870
222843	55618	143639
150520	195400	120164
186600	151621	91525
165381	159691	110777
11054	22586	106808
204988	213331	103930
240906	241546	23791
248407	246554	144468
153823	162439	49153
196450	188511	122442
128193	36004	134017
143506	204488	110587
